,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project
10/11/90 15:50,379.7203774,355.1267749,184.4156238,295.0721207,27.8601909,27.8644567,41.32264906,41.52252631,1.707033667,1.711239005,2206780.809,309071.877,306630.5364,305675.3281,308407.5022,307491.0686,307042.8212,306873.3367,306320.3141
10/11/90 15:55,377.8568511,379.5286492,303.8883712,264.1220586,27.81139371,27.80866039,40.63264853,40.68252441,1.578938721,1.566516855,2117352.422,291105.3921,289413.6081,292151.1475,289048.2607,290763.5453,290336.8896,287478.0191,291332.3128
10/11/90 16:00,345.4573304,342.4991213,266.9940255,268.8138424,27.72904567,27.74856037,39.8784479,39.84925751,1.501398974,1.505851625,1958433.209,275466.0696,271770.1595,274305.2858,273745.6663,274107.9693,273205.9298,272321.552,272424.881
10/11/90 16:05,318.4649242,342.4991213,249.1846889,268.8138424,27.56652159,27.74856037,38.9114525,39.84925751,1.497086167,1.505851625,1815916.837,255086.8167,254236.6236,253707.3973,255689.1136,255764.9973,255712.4616,258538.3512,258907.1167
10/11/90 16:10,298.3944242,342.4991213,236.6608988,268.8138424,27.40407357,27.74856037,37.88116227,39.84925751,1.495592753,1.505851625,1693489.635,236078.1613,237078.3049,236804.5548,235611.6155,238625.5787,237981.8896,237112.1608,235930.3754
10/11/90 16:15,278.488647,342.4991213,216.4053493,268.8138424,27.31502158,27.74856037,36.98826932,39.84925751,1.491764982,1.505851625,1561997.401,221936.2247,221860.52,224273.9794,219481.8629,219834.6461,221592.8726,224707.8136,217014.9641
10/11/90 16:20,260.4911502,342.4991213,199.3404306,268.8138424,27.13699091,27.74856037,36.0372795,39.84925751,1.494054027,1.505851625,1410728.83,203938.7879,200907.6425,199522.0503,202364.1908,202378.1395,200942.1662,201589.414,201157.1343
10/11/90 16:25,237.7788478,342.4991213,178.8281958,268.8138424,27.01578385,27.74856037,35.22745263,39.84925751,1.509461632,1.505851625,1269725.935,183108.2871,186319.3339,184016.314,184718.948,185820.9505,185120.5843,184257.4066,180583.3493
10/11/90 16:30,221.6267117,342.4991213,165.6193947,268.8138424,26.86023405,27.74856037,34.21023204,39.84925751,1.499471362,1.505851625,1134471.194,166088.6636,166219.208,165614.7422,164899.1472,167017.5698,163344.027,163462.3614,167825.4464
10/11/90 16:35,194.8863535,342.4991213,145.4303815,268.8138424,26.77147857,27.74856037,33.56216119,39.84925751,1.510684507,1.505851625,1003190.952,148149.1139,146383.571,147843.3422,148273.3121,144783.482,145472.1404,149492.9741,146178.0726
10/11/90 16:40,176.8294475,342.4991213,129.9373445,268.8138424,26.58850768,27.74856037,32.45826493,39.84925751,1.495913843,1.505851625,862901.7491,130634.8874,130938.7128,129579.802,125321.3882,127494.9602,128600.7656,125911.3236,130192.6673
10/11/90 16:45,152.0363029,342.4991213,112.301786,268.8138424,26.47417907,27.74856037,31.48926472,39.84925751,1.491930231,1.505851625,737589.8703,112431.2524,109571.9719,113489.2437,109563.2915,112638.6454,111881.9984,112165.5237,111271.358
10/11/90 16:50,135.5376301,342.4991213,93.34172545,268.8138424,26.33518117,27.74856037,30.65517197,39.84925751,1.491719853,1.505851625,588848.0975,92525.20282,93541.42589,91928.86355,93095.70112,93455.46502,96181.75615,93941.42445,94682.14401
10/11/90 16:55,112.2762035,342.4991213,75.75459456,268.8138424,26.17349227,27.74856037,29.42803277,39.84925751,1.491489519,1.505851625,477749.5229,77234.28408,75277.82424,74749.26142,75588.46893,74617.8807,75151.89251,73862.57273,73650.14607
10/11/90 17:00,98.71809164,342.4991213,63.65714729,268.8138424,26.05572076,27.74856037,27.98791715,39.84925751,1.437622239,1.505851625,363582.1567,62390.98858,63598.51857,67669.77626,60201.58165,61913.97165,62102.90758,61623.23333,61321.30713
10/11/90 17:05,85.97754816,342.4991213,62.53056687,268.8138424,25.8950239,27.74856037,24.65405472,39.84925751,1.333332465,1.505851625,335361.6595,57551.89662,57911.59013,58061.91435,57415.53335,57545.10635,57592.28306,60189.69214,57258.38562
10/11/90 17:10,82.09646162,342.4991213,56.38508367,268.8138424,25.74235028,27.74856037,23.50693115,39.84925751,1.184547439,1.505851625,282636.5233,50602.22354,51719.41691,53145.97818,50653.77539,50698.50457,52271.04917,53867.63589,54602.64327
10/11/90 17:15,71.47668757,342.4991213,48.38084621,268.8138424,25.62558238,27.74856037,23.26123007,39.84925751,1.063367353,1.505851625,258592.1114,48097.91629,48150.52441,49518.15114,45489.98324,45188.7169,46163.56188,47090.38592,49763.26796
10/11/90 17:20,70.13816396,63.43025991,41.2578863,42.82318129,25.48246518,25.48971273,23.31722942,23.28685583,0.944160769,0.927723303,221436.9661,42446.28618,41034.32878,41761.60526,40355.69188,44813.10334,39468.90064,41234.36163,41796.5519
10/11/90 17:25,54.59621771,54.66826748,35.94615665,35.00945936,25.39013979,25.29400393,23.18022666,23.05789399,0.81633626,0.815468323,166206.9817,35958.09063,35877.13435,33397.5336,37483.48757,35154.47471,33894.0011,35474.41797,35676.78231
10/11/90 17:30,46.17116118,43.00583556,27.71543383,32.57590945,25.19141069,25.15473096,22.93498661,23.13810144,0.689047447,0.69496666,133204.2788,32636.82992,30856.43583,31511.66176,28299.79106,32960.22803,33029.90789,27444.83029,29574.40581
10/11/90 17:35,37.14312917,37.44529487,27.20237588,28.24540581,25.05936713,25.01631998,22.63595667,22.74800451,0.568090209,0.558006844,72621.77267,26989.02447,24893.66417,24242.63635,26158.25774,25290.24821,22011.37744,24190.07793,24938.12717
10/11/90 17:40,30.90511099,28.02280128,20.00112219,18.50996908,24.9442465,24.91492383,22.75713486,22.83499211,0.443566812,0.45302437,18461.06305,20045.7793,21411.5716,18911.52774,22101.56778,19851.87874,16808.03275,17913.2807,19118.37538
10/11/90 17:45,24.32485894,23.96062253,12.29106438,16.13032488,24.79609526,24.75143908,22.49650451,22.72195125,0.314476229,0.324226463,22423.6225,13639.14331,13258.0662,14042.97234,15384.64202,12735.16085,10950.85062,15831.02245,14919.64953
10/11/90 17:50,10.71990965,15.92154413,7.309734265,6.278021771,24.61254385,24.60875177,22.42623996,22.39278043,0.188950331,0.198215087,-11111.26856,8363.504304,4617.876295,8537.835337,7345.768721,7942.229856,9225.935065,10636.7715,5589.277904
10/11/90 17:55,2.40305798,-0.778244041,3.664705658,-0.369533506,24.46318679,24.52309958,22.35508117,22.49252934,0.063518707,0.07787918,-98701.54069,2591.350727,1179.545854,2231.49852,1728.325024,3017.349467,8525.615321,-1334.634487,300.0569219
10/11/90 18:00,0,0,0,0,24.29412052,24.28886308,22.34829386,22.05872003,0.04917363,0.055985713,-13845.83,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:05,0,0,0,0,24.18651884,24.21443234,21.88071989,22.00354522,0.196852574,0.200477792,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:10,0,0,0,0,24.04005321,24.0632955,21.88437066,21.84208343,0.314411751,0.311820381,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:15,0,0,0,0,23.96678955,23.94512238,21.79060841,21.68244271,0.431462877,0.435757944,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:20,0,0,0,0,23.80539646,23.81112821,21.50675274,21.65766089,0.558934071,0.559210822,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:25,0,0,0,0,23.71234555,23.633896,21.37537716,21.56994409,0.678115984,0.695461934,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:30,0,0,0,0,23.52344612,23.53990395,21.30870546,21.27152313,0.802588228,0.803085578,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:35,0,0,0,0,23.43243242,23.37352565,21.28025775,21.29737526,0.936659469,0.933526588,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:40,0,0,0,0,23.31825807,23.28451847,20.94605072,21.06622642,1.069472947,1.058171184,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:45,0,0,0,0,23.10012503,23.11263531,20.7040499,20.84559666,1.1868931,1.18029184,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:50,0,0,0,0,22.98664054,23.04435307,20.77743693,20.82193041,1.313699803,1.297497553,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 18:55,0,0,0,0,22.84981584,22.89462776,20.51286604,20.51185568,1.43461969,1.453444953,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:00,0,0,0,0,22.77807221,22.78897476,20.66517742,20.56866146,1.501277467,1.487387851,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:05,0,0,0,0,22.73373267,22.75216657,20.7488513,20.5395836,1.487035081,1.506434686,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:10,0,0,0,0,22.72773405,22.66617642,20.42256115,20.27742511,1.480827007,1.490132253,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:15,0,0,0,0,22.65430757,22.57390603,20.28380152,20.18539713,1.488389745,1.49829401,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:20,0,0,0,0,22.58581963,22.60969687,20.3109821,20.26737242,1.504380116,1.497349323,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:25,0,0,0,0,22.52686542,22.51917798,20.25034595,20.38328314,1.485693028,1.495234693,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:30,0,0,0,0,22.48106605,22.44236298,20.32433853,20.15204963,1.497941044,1.51013107,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:35,0,0,0,0,22.42238127,22.42130891,20.28065246,20.18265062,1.506843097,1.497462561,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:40,0,0,0,0,22.40995976,22.36462814,20.08403003,20.19362139,1.50103298,1.48370262,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:45,0,0,0,0,22.38425865,22.31212628,20.13544502,20.05734578,1.496381727,1.491695155,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:50,0,0,0,0,22.26751555,22.27180319,20.11674674,20.05149137,1.490121302,1.502164207,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 19:55,0,0,0,0,22.27100579,22.16487467,20.15080633,19.84660412,1.504511964,1.515180446,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:00,0,0,0,0,22.30418667,22.2458056,20.26011824,20.02214042,1.492171608,1.498226869,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:05,0,0,0,0,22.33400774,22.32547936,20.11558555,20.24297717,1.512720629,1.501269693,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:10,0,0,0,0,22.4614971,22.43184601,20.33362738,20.09958673,1.492061264,1.493775585,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:15,0,0,0,0,22.54245162,22.53844946,20.24099515,20.33112596,1.49594974,1.506003946,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:20,0,0,0,0,22.59193154,22.56445127,20.5551597,20.41152356,1.507277731,1.508841511,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:25,0,0,0,0,22.73213263,22.69052996,20.50899361,20.38300288,1.515110624,1.512296897,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:30,0,0,0,0,22.82711293,22.78700524,20.76161102,20.73990731,1.49508204,1.505836598,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:35,0,0,0,0,22.90499215,22.85596178,20.63951074,20.89967994,1.50879897,1.503158394,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:40,0,0,0,0,22.96917639,23.02188212,20.52171916,20.87811721,1.505918126,1.493704342,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:45,0,0,0,0,23.07475179,23.08750328,20.99315359,20.80199763,1.507033432,1.500334675,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:50,0,0,0,0,23.16083825,23.16146647,21.01104445,21.06584678,1.497728194,1.501476707,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 20:55,0,0,0,0,23.26170933,23.28416452,20.78797332,20.91740868,1.490990503,1.488957309,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:00,0,0,0,0,23.28288628,23.26728736,21.15193986,20.89529244,1.441645058,1.449203978,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:05,0,0,0,0,23.24254478,23.2088662,21.25159325,21.28629756,1.312226922,1.325634029,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:10,0,0,0,0,23.24624123,23.2154465,21.06883719,20.91212121,1.187715084,1.194033228,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:15,0,0,0,0,23.1553577,23.13834236,20.95986571,20.96586176,1.057298057,1.056454875,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:20,0,0,0,0,23.0875557,23.08687374,20.99552785,20.77009135,0.936892618,0.947108127,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:25,0,0,0,0,23.07467737,23.05350722,20.92820578,20.63161361,0.813102372,0.815630854,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:30,0,0,0,0,23.01880703,23.01185105,20.66479319,20.77255506,0.694564284,0.695711969,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:35,0,0,0,0,22.98737604,23.01717006,20.85745423,20.65647184,0.568086962,0.560387753,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:40,0,0,0,0,22.93004022,22.89540059,20.80785194,20.68173803,0.42688444,0.445566787,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:45,0,0,0,0,22.89087427,22.94150762,20.75518851,20.85889751,0.315772294,0.324701499,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:50,0,0,0,0,22.85317706,22.90787063,20.68167726,20.6736838,0.182095755,0.193352783,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 21:55,0,0,0,0,22.84739793,22.84918181,20.75701267,20.57210639,0.061724975,0.076826031,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:00,0,0,0,0,22.78206502,22.79015122,20.62796385,20.83530508,0.074117395,0.072125821,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:05,0,0,0,0,22.81050613,22.77981914,20.73711255,20.64451903,0.26008196,0.257553958,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:10,0,0,0,0,22.81303363,22.83065986,20.60534114,20.53152426,0.438756562,0.434007156,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:15,0,0,0,0,22.80990545,22.79224702,20.52640356,20.7619808,0.610965744,0.61660442,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:20,0,0,0,0,22.79824331,22.82362086,20.63412639,20.71156739,0.775184288,0.777856159,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:25,0,0,0,0,22.81581536,22.75920698,20.62910419,20.71315912,0.9522014,0.965121093,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:30,0,0,0,0,22.78547919,22.82454629,20.84646409,20.72812143,1.132902004,1.131093611,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:35,0,0,0,0,22.81186384,22.80444343,20.59532918,20.54380506,1.306728018,1.309130246,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:40,0,0,0,0,22.78967345,22.74381614,20.56380103,20.45659663,1.481938509,1.485025768,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:45,0,0,0,0,22.79773508,22.76011785,20.616013,20.66703432,1.656938354,1.675475983,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:50,0,0,0,0,22.86865658,22.80861235,20.53639904,20.45719021,1.825808799,1.821840461,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 22:55,0,0,0,0,22.74588643,22.81045518,20.57917293,20.58175085,2.003308969,2.014878527,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:00,0,0,0,0,22.77061357,22.76988145,20.68342709,20.48121511,2.077235359,2.083576458,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:05,0,0,0,0,22.69847745,22.74895162,20.48091118,20.52386912,2.027800095,2.031080526,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:10,0,0,0,0,22.64341745,22.6449773,20.64747344,20.53233293,1.972900253,1.974587002,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:15,0,0,0,0,22.62793816,22.62600215,20.25144526,20.53218988,1.931716233,1.925551373,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:20,0,0,0,0,22.5722869,22.57979901,20.42079806,20.48455831,1.87972605,1.875562824,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:25,0,0,0,0,22.50983634,22.53932867,20.17468696,20.23570698,1.831688733,1.813580166,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:30,0,0,0,0,22.47789731,22.41542698,20.3065001,20.3596772,1.783397421,1.794544099,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:35,0,0,0,0,22.44626239,22.40891476,20.23640875,20.22039065,1.710907248,1.72951797,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:40,0,0,0,0,22.31718984,22.41163579,20.1170793,20.23282066,1.673147835,1.680626968,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:45,0,0,0,0,22.35617248,22.33042708,20.10219868,20.24636788,1.628786434,1.627325631,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:50,0,0,0,0,22.25091251,22.25551432,20.16671577,20.10433835,1.57369067,1.575135249,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/11/90 23:55,0,0,0,0,22.23912921,22.22043373,20.12798464,20.06410066,1.516733356,1.523530564,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:00,0,0,0,0,22.17757368,22.16842582,20.10050045,19.86479424,1.530742444,1.525628965,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:05,0,0,0,0,22.16944321,22.19468189,20.04918806,19.87541007,1.578624396,1.575783101,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:10,0,0,0,0,22.1849152,22.0960968,19.93944967,19.95069154,1.614909053,1.634485243,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:15,0,0,0,0,22.23269627,22.23256526,20.01046814,19.88904319,1.696606147,1.665528525,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:20,0,0,0,0,22.18665813,22.18308628,20.00441345,19.99174775,1.722877208,1.745030959,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:25,0,0,0,0,22.22082045,22.18156309,20.05125685,20.17628861,1.758856646,1.777461873,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:30,0,0,0,0,22.19403672,22.19446627,20.05289771,20.24449773,1.827118936,1.822635219,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:35,0,0,0,0,22.22977938,22.2290113,20.05970443,19.90140832,1.871297534,1.88007548,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:40,0,0,0,0,22.1544377,22.16859087,20.08803384,19.95439645,1.913287072,1.919224771,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:45,0,0,0,0,22.17061206,22.23214021,20.10621072,19.88719596,1.959067708,1.98039943,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:50,0,0,0,0,22.22649359,22.22843628,19.87316068,19.94238111,2.02204436,2.010493887,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 0:55,0,0,0,0,22.14061562,22.22672363,20.05536792,19.95609045,2.065448072,2.09123654,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:00,0,0,0,0,22.20551556,22.22828167,19.85026179,19.85076986,2.099651772,2.092826489,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:05,0,0,0,0,22.21086294,22.24976778,19.93122222,19.98972426,2.092456677,2.095675932,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:10,0,0,0,0,22.25264164,22.20319332,20.1313498,19.90511385,2.088466641,2.078899597,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:15,0,0,0,0,22.2074841,22.25988518,20.15174156,19.92949789,2.09813705,2.107841954,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:20,0,0,0,0,22.16694351,22.2040536,19.89223685,19.85153003,2.096301587,2.099631192,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:25,0,0,0,0,22.22797048,22.17214384,20.1749488,19.9163451,2.106508878,2.110639409,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:30,0,0,0,0,22.21268917,22.20358552,20.17714994,19.95146048,2.07977108,2.10735755,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:35,0,0,0,0,22.20465294,22.15974878,20.21795869,19.77219691,2.109380772,2.097067623,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:40,0,0,0,0,22.25319418,22.20342563,19.96034998,19.99533901,2.106854697,2.084077886,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:45,0,0,0,0,22.15672031,22.17868618,20.05794978,20.1051398,2.094859556,2.105123683,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:50,0,0,0,0,22.18060626,22.20440246,19.85731878,20.01021004,2.098509169,2.10036544,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 1:55,0,0,0,0,22.19714476,22.20942531,19.93443219,19.97267217,2.092479435,2.09079207,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:00,0,0,0,0,22.1936059,22.18159472,19.94847524,19.90050658,2.011613484,2.008127729,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:05,0,0,0,0,22.20120334,22.14618582,19.97309284,20.26759338,1.837344923,1.847635425,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:10,0,0,0,0,22.18506744,22.22053611,19.92346772,19.90753015,1.668069733,1.663068374,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:15,0,0,0,0,22.20714488,22.20600687,20.09948204,20.08713014,1.487181987,1.491624158,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:20,0,0,0,0,22.19387066,22.21014043,19.89790336,19.95522876,1.310516236,1.309524069,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:25,0,0,0,0,22.22599671,22.14936012,19.96522086,19.8436524,1.138176653,1.148491737,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:30,0,0,0,0,22.18110929,22.21867815,19.92860109,20.02359894,0.961798429,0.959756552,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:35,0,0,0,0,22.1529259,22.21495728,19.9332754,20.08940795,0.784028928,0.788409505,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:40,0,0,0,0,22.1729201,22.15074974,19.9365627,19.9564846,0.610495015,0.613640369,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:45,0,0,0,0,22.17918119,22.1897621,19.86148125,20.13057198,0.439284918,0.44068421,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:50,0,0,0,0,22.16273564,22.16443384,19.95989347,19.91077525,0.265623442,0.264052088,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 2:55,0,0,0,0,22.19583456,22.17769935,19.93779459,19.89607673,0.101662227,0.088456572,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:00,0,0,0,0,22.16098652,22.1466679,20.03860884,19.95567564,0.050290908,0.068552875,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:05,0,0,0,0,22.1715417,22.17548481,20.03475426,20.10265815,0.179798045,0.197336387,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:10,0,0,0,0,22.20778198,22.1865848,20.04431776,19.89271994,0.308123212,0.310229372,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:15,0,0,0,0,22.18359954,22.23061207,19.87809026,20.0029259,0.440751307,0.425143618,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:20,0,0,0,0,22.19096396,22.23594594,19.95422156,19.90477081,0.564392952,0.574405718,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:25,0,0,0,0,22.21480287,22.18779645,19.95348771,19.87781772,0.686441929,0.656945862,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:30,0,0,0,0,22.21162101,22.18985992,20.10098381,19.97142039,0.804771156,0.804081527,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:35,0,0,0,0,22.18136835,22.19185913,19.94111549,20.10227137,0.937580715,0.930874918,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:40,0,0,0,0,22.21822619,22.20260307,20.05138333,19.97134584,1.055025581,1.063353359,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:45,0,0,0,0,22.17973496,22.22176583,20.0557135,20.11395761,1.161035729,1.175441614,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:50,0,0,0,0,22.16952263,22.18830391,19.91329722,20.21565835,1.315037189,1.31692887,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 3:55,0,0,0,0,22.22086979,22.20690711,19.95318152,20.04385665,1.43646647,1.43622608,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:00,0,0,0,0,22.21454385,22.18679754,19.81529139,19.87083622,1.54548086,1.551756186,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:05,0,0,0,0,22.19399859,22.19785093,19.96084007,19.92533659,1.635557843,1.653556129,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:10,0,0,0,0,22.220194,22.17674311,19.97104391,20.1068266,1.724311005,1.720251775,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:15,0,0,0,0,22.16846004,22.1792761,19.86053075,19.87391589,1.823221394,1.805745991,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:20,0,0,0,0,22.20295672,22.23049392,20.07758118,19.98533516,1.892653558,1.904311617,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:25,0,0,0,0,22.18191024,22.19171097,20.20945483,19.93360451,1.994688524,2.006034173,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:30,0,0,0,0,22.20346249,22.20259369,20.00417987,20.24524569,2.092670176,2.090995317,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:35,0,0,0,0,22.21301857,22.17521352,19.99666791,19.82037479,2.187556935,2.184745606,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:40,0,0,0,0,22.17314162,22.21963447,19.90844724,20.07306808,2.279051937,2.273044564,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 4:45,0,0,0,0,22.26732675,22.20792719,19.94238506,19.74485077,2.383280241,2.366455119,-8868,-150,-150,-150,-150,-150,-150,-150,-150
